D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_302.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_302.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_302.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_369.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_369.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_369.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_437.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_437.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_437.jpg,0,1,0,30.1903
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_507.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_507.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_507.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_576.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_576.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_576.jpg,0,1,0,30.19025
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_650.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_650.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_650.jpg,-0.1,1,0,30.18766
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_724.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_724.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_724.jpg,0,1,0,30.19107
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_796.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_796.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_796.jpg,0,1,0,30.19024
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_867.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_867.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_867.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_35_937.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_35_937.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_35_937.jpg,0,1,0,30.19032
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_007.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_007.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_007.jpg,0,1,0,30.19031
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_078.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_078.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_078.jpg,0,1,0,30.19031
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_147.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_147.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_147.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_217.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_217.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_217.jpg,0,1,0,30.19032
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_288.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_288.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_288.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_360.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_360.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_360.jpg,0,1,0,30.19047
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_430.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_430.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_430.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_500.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_500.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_500.jpg,-0.15,1,0,30.18423
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_570.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_570.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_570.jpg,0,1,0,30.19133
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_639.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_639.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_639.jpg,0,1,0,30.19024
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_715.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_715.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_715.jpg,0,1,0,30.19026
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_793.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_793.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_793.jpg,0,1,0,30.19025
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_870.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_870.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_870.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_36_947.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_36_947.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_36_947.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_022.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_022.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_022.jpg,0,1,0,30.1903
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_097.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_097.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_097.jpg,0,1,0,30.19031
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_174.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_174.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_174.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_253.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_253.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_253.jpg,-0.15,1,0,30.18422
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_329.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_329.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_329.jpg,0,1,0,30.19103
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_405.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_405.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_405.jpg,0,1,0,30.19013
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_479.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_479.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_479.jpg,0,1,0,30.19025
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_555.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_555.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_555.jpg,-0.1,1,0,30.18825
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_632.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_632.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_632.jpg,-0.25,1,0,30.1755
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_705.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_705.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_705.jpg,0,1,0,30.18141
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_779.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_779.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_779.jpg,0,1,0,30.18916
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_855.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_855.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_855.jpg,0,1,0,30.19013
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_37_931.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_37_931.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_37_931.jpg,0,1,0,30.19019
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_005.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_005.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_005.jpg,0,1,0,30.19033
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_078.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_078.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_078.jpg,-0.15,1,0,30.18476
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_148.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_148.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_148.jpg,-0.3,1,0,30.16983
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_219.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_219.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_219.jpg,0,1,0,30.18988
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_289.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_289.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_289.jpg,0,1,0,30.19011
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_359.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_359.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_359.jpg,0,1,0,30.19024
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_428.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_428.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_428.jpg,0,1,0,30.19031
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_498.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_498.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_498.jpg,0,1,0,30.19031
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_567.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_567.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_567.jpg,0,1,0,30.19028
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_635.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_635.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_635.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_703.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_703.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_703.jpg,0,1,0,30.1903
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_769.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_769.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_769.jpg,0,1,0,30.19027
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_845.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_845.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_845.jpg,0,1,0,30.19062
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_912.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_912.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_912.jpg,0,1,0,30.19029
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_38_980.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_38_980.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_38_980.jpg,-0.1,1,0,30.18763
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_39_057.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_39_057.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_39_057.jpg,0,1,0,30.19111
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_39_124.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_39_124.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_39_124.jpg,0,1,0,30.19011
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_39_192.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_39_192.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_39_192.jpg,0,1,0,30.19026
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_39_260.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_39_260.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_39_260.jpg,0,1,0,30.1903
D:\Development\SDC\Data\IMG\center_2020_12_29_10_37_39_327.jpg,D:\Development\SDC\Data\IMG\left_2020_12_29_10_37_39_327.jpg,D:\Development\SDC\Data\IMG\right_2020_12_29_10_37_39_327.jpg,0,1,0,30.19027
